music_alias,music_name,music_rating,music_singer,music_tags,music_time,music_url,music_votes
,勇气,8.3,梁静茹,梁静茹|好听|马来西亚|台湾|华语|2000|重复|鱼姐,2000-08-02,https://music.douban.com/subject/27064976/,809
孙燕姿同名专辑,Yan Zi,9.0,孙燕姿,孙燕姿|台湾|新加坡|流行|POP|stefanie|华语|yanzi,2000-06-08,https://music.douban.com/subject/1405022/,31351
My Desired Happiness,我要的幸福,8.9,孙燕姿,孙燕姿|我要的幸福|台湾|流行|Pop|新加坡|华语|Stefanie,2000-12-7,https://music.douban.com/subject/1405028/,54989
,寓言,9.3,王菲,王菲|寓言|香港|Faye|林夕|Pop|流行|华语,2000,https://music.douban.com/subject/1402531/,60188
,勇气,8.5,梁静茹 Fish,梁静茹|勇气|台湾|流行|华语|女声|马来西亚|女歌手,2000-08-02,https://music.douban.com/subject/1428604/,27838
,Jay,8.9,周杰伦,周杰伦|Jay|台湾|R&B|流行|华语|Pop|2000,2000-11-13,https://music.douban.com/subject/1422300/,74112
,I Was Made for Lovin' You,8.4,Maria Mena,MariaMena|欧美,2009-08-11,https://music.douban.com/subject/3873044/,13
,Not Going Anywhere Bonus Tracks E.P.,9.0,Keren Ann,kerenAnn|法国|folk|民谣|indie|KerenAnn|女声|Folk,2006-06-07,https://music.douban.com/subject/3287127/,364
守候,Not Going Anywhere,8.9,Keren Ann,kerenAnn|民谣|法国|folk|女声|indie|欧美|Keren,2004-08-24,https://music.douban.com/subject/1394765/,61784
,Nolita-Special Edition,8.1,,Indie|Folk|KerenAnn|女声|法国|独立|民谣|Nolita,2005-10-11,https://music.douban.com/subject/1451769/,57
爱终将到来,You're Gonna Get Love,6.8,Keren Ann,法国|2016|KerenAnn|Folk|Indie|女声|民谣|Keren_Ann,2016-04-01,https://music.douban.com/subject/26746332/,203
金刚狼3：殊死一战电影原声,Logan (Original Motion Picture Soundtrack),7.6,马可·白爪米 Marco Beltrami,OST|2017|美国|Soundtrack|电影原声|MarcoBeltrami|原声|欧美,2017-03-10,https://music.douban.com/subject/26980788/,286
,Sailor And Widow,9.1,Keren Ann,KerenAnn|Folk|法国|女声|Indie|2003|民谣|英语,2003年10月27日,https://music.douban.com/subject/5376591/,61
爱终将到来,You're Gonna Get Love: Limited Edition,6.8,Keren Ann,KerenAnn|法国|Indie|2016|欧美|Folk|英语|独立女声,2016-04-01,https://music.douban.com/subject/26746333/,24
岛屿,Islands,9.0,King Crimson,KingCrimson|Progressive-Rock|英国|Prog-Rock/ArtRock|prog-rock|1971|Rock|progressive,1971,https://music.douban.com/subject/1458449/,1158
,Nursery Cryme,8.0,Genesis,Progressive-Rock|Genesis|英国|progressive|genesis|prog-rock|1971|前卫/艺术摇滚,1994-09-20,https://music.douban.com/subject/1468631/,245
,Pawn Hearts,8.4,Van Der Graaf Generator,Progressive-Rock|VanDerGraafGenerator|1971|英国|prog-rock|progressive|Experimental|Psychedelic,2005-06-14,https://music.douban.com/subject/1752154/,176
,Master of Reality,9.1,Black Sabbath,BlackSabbath|Heavy-Metal|英国|Doom-Metal|metal|Metal|1971|重金属,1971,https://music.douban.com/subject/1433681/,1115
,The Man Who Sold the World,8.9,David Bowie,DavidBowie|英国|glam-rock|摇滚|UK|迷幻|rock|Rock,1971,https://music.douban.com/subject/1449963/,3191
谁是下一个,Who's Next,9.0,The Who,TheWho|rock|英国|Rock|BritPop|摇滚|英伦|1971,1971,https://music.douban.com/subject/1437579/,3267
,Fragile,8.9,Yes,Yes|Progressive-Rock|英国|ProgressiveRock|Rock|Prog-Rock/ArtRock|1971|rock,1994-08,https://music.douban.com/subject/1432368/,1237
,Maggot Brain,9.2,Funkadelic,Funk|Funkadelic|Psychedelic|Soul|Psychedelic-Soul|美国|1971|Funk/Soul,1971,https://music.douban.com/subject/1417520/,882
,Tago Mago,8.9,Can,Can|Experimental|德国|krautrock|Psychedelic|Krautrock|1971|迷幻,1971,https://music.douban.com/subject/1402064/,1551
,Paranoid,9.3,Black Sabbath,BlackSabbath|Metal|英国|Heavy-metal|重金属|Heavy-Metal|黑色安息日|Rock,1970,https://music.douban.com/subject/1431603/,3385
,Just as I Am,9.1,Bill Withers,Soul|BillWithers|Blues|Jazz|soul|美国|Funk|1971,2005-10-11,https://music.douban.com/subject/2360856/,191
怎么了,What's Going On,9.1,Marvin Gaye,soul|MarvinGaye|Soul|美国|Marvin_Gaye|1971|R&B|r&b,1971,https://music.douban.com/subject/1419551/,3190
小偷小摸,Sticky Fingers,9.0,Rolling Stones,TheRollingStones|RollingStones|Blues-Rock|英国|Rock|rock|1971|摇滚,1971,https://music.douban.com/subject/1418175/,2245
,Blue,9.1,Joni Mitchell,JoniMitchell|Folk|民谣|加拿大|1971|女声|jazz|Joni_Mitchell,1971-06-01,https://music.douban.com/subject/1404839/,4275
,風街ろまん,8.4,Happy End,日本|細野晴臣|J-Rock|1971|HappyEnd|はっぴいえんど|J-Pop|Rock,2002-09-11,https://music.douban.com/subject/1663690/,901
,Hunky Dory,9.1,David Bowie,DavidBowie|英国|glam-rock|UK|Rock|rock|1971|Glam-Rock,1971,https://music.douban.com/subject/1438204/,3547
,Tapestry,8.9,Carole King,Folk|CaroleKing|民谣|美国|1971|Carole_King|女声|欧美,1971,https://music.douban.com/subject/1395444/,2096
,Led Zeppelin IV,9.3,Led Zeppelin,Led.Zeppelin|LedZeppelin|rock|摇滚|英国|经典|Rock|metal,1971,https://music.douban.com/subject/1418339/,9706
,That's Him!,9.2,Abbey Lincoln,Jazz|AbbeyLincoln|JAZZ|美国|Vocal-Jazz|SonnyRollins|KennyDorham|爵士,1991-07-01,https://music.douban.com/subject/2993051/,18
,Only Trust Your Heart,8.2,Toots Thielemans,TootsThielemans|口琴|Jazz|欧美|纯音乐|jazz|比利时|合辑,1990-10-25,https://music.douban.com/subject/2002586/,18
,The Soul Explosion,7.9,Illinois Jacquet,Jazz|Soul-Jazz|IllinoisJacquet|美国|xjc_jovi|ojc|Rhythm_Blues|OJC,1969-3-25,https://music.douban.com/subject/2063671/,29
,Sadness,9.6,Enigma,Enigma|德国|xjc_jovi|MUSIC-Timeless,,https://music.douban.com/subject/3307348/,17
,Desafios,8.2,Omara Portuondo & Chucho Valdes,古巴|Jazz|Son|Latin|拉美|女声|二次|xjc_jovi,1999-02-09,https://music.douban.com/subject/1456786/,14
,Friends Seen and Unseen,7.9,Charlie Hunter Trio,Jazz|Funk|CharlieHunter|爵士|xjc_jovi|funk-jazz|MUSIC-Timeless|Jazz山,2004-05-06,https://music.douban.com/subject/1967152/,19
,Whole Lotta Love,9.6,Led Zeppelin,LedZeppelin|Rock|Hard-Rock|Heavy-Metal|欧美|英国|摇滚|led_zeppelin,2000-05-30,https://music.douban.com/subject/3359150/,96
,Junk Science,7.7,Deep Dish,House|Electronic|DeepDish|Progressive|美国|组合|电音|电子,1998-08-25,https://music.douban.com/subject/1772010/,29
,Red Earth,7.4,Dee Dee Bridgewater,jazz|爵士|DeeDeeBridgewater|女声|Jazz|非洲|民族的|国外,2007-08-28,https://music.douban.com/subject/2066920/,29
,Sonny's Time Now,8.9,Sonny Murray,Free-Jazz|Jazz|SonnyMurray|Avant-Garde|xjc_jovi|Diw|DIW|鼓神,1999-11-16,https://music.douban.com/subject/3435303/,13
,Landscape,8.3,Art Pepper,Jazz|ArtPepper|Ojc|Cool-Jazz|xjc_jovi|cool|Post-Bop|MUSIC-Timeless,1991-07-01,https://music.douban.com/subject/2256848/,25
,Smoking Blues,8.4,Pink Floyd,PinkFloyd|Psychedelic|摇滚|Rock|英国|Alternative|平克弗洛伊德乐队|UK,1969-11-21,https://music.douban.com/subject/10487012/,97
,,,,,,,
,No Bravery,8.9,James Blunt,JamesBlunt|英国|独立音乐|欧美|pop|Britpop|Brit-pop|2006,2006-04-18,https://music.douban.com/subject/1795930/,288
,All The Lost Souls-Tour Edition,9.0,James Blunt,JamesBlunt|英国|Pop|Britpop|英伦|欧美|Brit-pop|2008,2008-03-11,https://music.douban.com/subject/3066118/,2769
,Same Mistake pt. 2,9.4,James Blunt,JamesBlunt|英伦|Pop|英国|欧美|singer-songwriter|UK|mistake.,2007-12,https://music.douban.com/subject/2353084/,451
,Wisemen,9.2,James Blunt,JamesBlunt|英国|Pop|欧美|James_Blunt|Britpop|UK|Single,2006-03-20,https://music.douban.com/subject/1962477/,641
,"Goodbye My Lover, Pt. 1",9.3,James Blunt,JamesBlunt|英国|欧美|pop|Goodbye|James|Pop|lover,2005-12-26,https://music.douban.com/subject/1451724/,2036
,High,9.1,James Blunt,JamesBlunt|James.Blunt|英国|Brit-Pop|诗人|pop|欧美|少尉,2006-08-14,https://music.douban.com/subject/1451721/,1156
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1969 Dramatis/Ation,8.4,Pink Floyd,PinkFloyd|Psychedelic|摇滚|合辑|英国|Rock|Progressive-Rock,2017-03-24,https://music.douban.com/subject/27018678/,19
,1990,7.9,Daniel Johnston,Lo-Fi|1990|美国|DanielJohnston|Alternative/Indie-Rock|1990s|alternative|Indie-Rock,1990-01-01,https://music.douban.com/subject/3533022/,55
1984-1989李宗盛作品集,李宗盛作品集,9.2,李宗盛,李宗盛|台湾|李宗盛作品|民谣|流行|Pop|滚石|滚石的情歌时代,1990年,https://music.douban.com/subject/1790041/,1260
失落的靈魂,All The Lost Souls,9.2,"James Blunt",JamesBlunt|Pop|英国|上尉诗人|UK|James_Blunt|James|Blunt,,https://music.douban.com/subject/2366062/,198
,,,,,,,
,,,,,,,
,String Quartet Tribute to James Blunt,9.1,Various Artists,JamesBlunt|英伦|James.Blunt|POP|英国|欧美|James_Blunt|悲情,2006-06-06,https://music.douban.com/subject/1777144/,519
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Hammersmith Apollo - 14Th January 2008,9.6,James Blunt,JamesBlunt|英伦|Live|欧美|爵士诗人|Pop|James_Blunt|英国,2010-01,https://music.douban.com/subject/3215616/,318
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
不安于室,不安于室,9.3,詹姆仕·布朗特 (James Blunt),James_Blunt|JamesBlunt|英国|不安于室|欧美|忧郁之声|灵魂|摇滚,,https://music.douban.com/subject/2083173/,3252
,Love Love Love,8.1,James Blunt,JamesBlunt|Pop|英国|2008|欧美|James|Blunt|James.Blunt,2008-11-18,https://music.douban.com/subject/3294027/,169
,"Goodbye My Lover, Pt. 2",9.7,James Blunt,JamesBlunt|英国|2005|UK|James_Blunt|Brit-pop|欧美|Pop,2005-12-26,https://music.douban.com/subject/1465531/,78
,"Love, Love, Love",8.3,James Blunt,JamesBlunt|britpop|欧美|Single|英伦|POP|英国|流行,2008-11-09,https://music.douban.com/subject/3400460/,137
,High,9.4,James Blunt,JamesBlunt|英国|James_Blunt|Pop|欧美|2005|英文|对你的声音我没有抵抗力,2005-10-10,https://music.douban.com/subject/1451723/,66
,Carry You Home Pt. 1,8.8,James Blunt,JamesBlunt|英国|pop|2008|Pop|男声|britpop|UK,2008-03-25,https://music.douban.com/subject/3042464/,208
,"1973, Pt. 1",9.2,James Blunt,JamesBlunt|1973|Pop|英国|Single|James_Blunt|UK|Britpop,2007-09-10,https://music.douban.com/subject/2213209/,171
明月高悬,She Hangs Brightly,8.5,Mazzy Star,mazzystar|Dream-pop|迷幻|indie|女声|美国|Mazzy.Star|dreampop,1990,https://music.douban.com/subject/1395767/,5177
,难舍难分,8.7,谭咏麟,谭咏麟|香港|难舍难分|经典|华语|流行|1990|夜未央,1990,https://music.douban.com/subject/1408050/,591
,Everything,7.8,王靖雯,王菲|香港|1990|faye|粤语|流行|pop|女声,1990,https://music.douban.com/subject/1440542/,1494
,笑傲江湖-百无禁忌黃霑作品集,9.1,黃霑,黃霑|香港|OST|黄霑|华语|原声|电影原声|1990,1990,https://music.douban.com/subject/2276087/,979
双峰镇,Soundtrack from Twin Peaks,9.1,安杰洛·巴达拉曼蒂 Angelo Badalamenti,OST|AngeloBadalamenti|美国|soundtrack|1990|twin-peaks|电影原声|Angelo_Badalamenti,1990-08-31,https://music.douban.com/subject/1394972/,874
教父,The Godfather (1972 Film),9.4,Nino Rota,OST|电影原声|The_Godfather|意大利|NinoRota|美国|原声|soundtrack,1990,https://music.douban.com/subject/1417449/,3487
,The Immaculate Collection,9.1,Madonna,Madonna|Pop|1990|美国|精选|欧美|Collection|dance,1990,https://music.douban.com/subject/1419408/,1390
,Purple Rain,9.4,Prince,Prince|Funk|摇滚|Pop|美国|1990|欧美|funk,1990-07-13,https://music.douban.com/subject/3336206/,468
,珍重,8.7,叶倩文,叶倩文|粤语|香港|1990|山河故人|女声|流行|Pop,1990-4-1,https://music.douban.com/subject/3288711/,961
,You're the Only one,8.1,王靖雯,王菲|香港|粤语|faye|pop|1990|女声|流行,1990,https://music.douban.com/subject/1440537/,2104
,Nowhere,8.7,Ride,shoegaze|Shoegaze|ride|英国|shoegazing|UK|Ride|Britpop,1990,https://music.douban.com/subject/1394974/,3335
,执迷不悔,8.9,王菲,王菲|香港|1990|Shirley,2003-01-01,https://music.douban.com/subject/34565402/,82
Grasshopper's Club Broken Heart,失戀陣線聯盟,8.7,草蜢,草蜢|失恋阵线联盟|香港|经典|流行|经典粤语|Pop|华语,1990-10-18,https://music.douban.com/subject/3390997/,1237
,Goo,8.6,Sonic Youth,SonicYouth|Experimental|Noise|Alternative|美国|Rock|1990|Indie,1990,https://music.douban.com/subject/1431594/,2754
,我是一只小小鸟,8.5,赵传,赵传|我是一只小小鸟|台湾|经典|怀旧|流行|华语|Pop,1990,https://music.douban.com/subject/1484683/,1942
,Heaven or Las Vegas,8.8,Cocteau Twins,CocteauTwins|4AD|Dream-pop|英国|迷幻|1990|Dream-Pop|女声,2003-06-03,https://music.douban.com/subject/1395260/,3404
昨日重现,Yesterday Once More,9.6,Carpenters,经典|carpenters|欧美|民谣|美国|Folk|TheCarpenters|精选,1990-10-17,https://music.douban.com/subject/2284475/,8602
,,,,,,,
,,,,,,,
,Under My Skin,8.9,Avril Lavigne,AvrilLavigne|艾薇儿|加拿大|摇滚|欧美|朋克|Rock|女歌手,2004-05-12,https://music.douban.com/subject/6026391/,420
,Give You What You Like,8.8,Avril Lavigne,AvrilLavigne|欧美|Pop|加拿大|Avril_Lavigne|单曲|女声|OST,2015-02-10,https://music.douban.com/subject/25875753/,250
艾薇儿·拉维尼,Avril Lavigne,7.9,Avril Lavigne,AvrilLavigne|欧美|加拿大|摇滚|Rock|女声|2013|美国,2013-12-03,https://music.douban.com/subject/25821372/,356
,Fly,6.5,Avril Lavigne,AvrilLavigne|Pop|2015|欧美|Single|加拿大|单曲|女声,2015-04-16,https://music.douban.com/subject/26300671/,690
,Dumb Blonde,6.7,Avril Lavigne|Nicki Minaj,AvrilLavigne|NickiMinaj|欧美|Pop|2019|英文|流行|加拿大,2019-02-13,https://music.douban.com/subject/30457349/,2257
,dump blond,8.0,艾薇儿·拉维尼 Avril Lavigne|尼基·米纳杰  Nicki Minaj,艾薇儿|麻辣鸡|加拿大|美国|2010s|单曲|AvrilLavigne|CAN,2019-02-11,https://music.douban.com/subject/30460999/,222
,I Fell In Love With The Devil,7.5,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|欧美|Pop|加拿大|2019|Single|女声|单曲,2019-06-28,https://music.douban.com/subject/34448435/,354
纯真,Innocence,9.3,Avril Lavigne,AvrilLavigne|艾薇儿|欧美|innocence|流行|爱|Single|加拿大,2007-04-17,https://music.douban.com/subject/27108099/,694
,Tell Me It's Over,6.5,Avril Lavigne,AvrilLavigne|Pop|2018|加拿大|艾薇儿|欧美|流行|Single,2018-12-12,https://music.douban.com/subject/30397604/,752
,Head Above Water,6.9,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|2019|艾薇儿|欧美|Pop|加拿大|流行|英文,2019-02-15,https://music.douban.com/subject/30456842/,3206
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
天后再临,The Emancipation of Mimi - Platinum Edition,8.9,Mariah Carey,MariahCarey|Pop|欧美|美国|r&b|2005|Mariah_Carey|Mariah-Carey,2005-11-15,https://music.douban.com/subject/3111805/,230
心存相信,When You Believe From The Prince of Egypt,9.6,Mariah Carey & Whitney Houston,MariahCarey|WhitneyHouston|欧美|Pop|美国|OST|R&B|流行,1999-01-12,https://music.douban.com/subject/1477981/,2204
,B-Side,8.6,艾薇儿,AvrilLavigne|摇滚|欧美|Avril|艾薇儿|加拿大|Punk|2005,2005年09月,https://music.douban.com/subject/3786040/,183
,,,,,,,
,Avril Lavigne - Here’s To Never Growing Up (SINGLE),7.6,Avril Lavigne,AvrilLavigne|加拿大|Rock|Pop|2013|欧美|艾薇儿|欧美EP,,https://music.douban.com/subject/24875422/,138
,,,,,,,
,,,,,,,
,Girlfriend,8.3,Avril Lavigne,AvrilLavigne|欧美|Rock|Single|Punk|Pop|2007|Lavigne,2007-07-10,https://music.douban.com/subject/2373936/,88
,The Best Damn Thing/Under My Skin,8.9,Avril Lavigne,AvrilLavigne|Rock|欧美|Punk|Pop|女声|艾薇儿·拉维尼|加拿大,2009-10-12,https://music.douban.com/subject/25722348/,65
,When You're Gone,9.1,Avril Lavigne,AvrilLavigne|欧美|Punk|Rock|Avril_Lavigne|Avril|2007|Pop,2007-07-02,https://music.douban.com/subject/3788667/,267
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,MTV Unplugged,9.7,Mariah Carey,MariahCarey|Live|Pop|美国|欧美|流行|女歌手|unplugged,2008-02-18,https://music.douban.com/subject/3339884/,96
,,,,,,,
,,,,,,,
,,,,,,,
穿越风雨,"Through the Rain, Pt. 1",9.0,Mariah Carey,MariahCarey|R&B|欧美|POP|美国|单曲|Mariah|2002,2002-12-17,https://music.douban.com/subject/1457864/,403
,Reflection,9.1,Christina Aguilera,ChristinaAguilera|Pop|欧美|美国|ost|经典|Single|女声,1999-09-02,https://music.douban.com/subject/1865936/,1433
不会操远/性爱英雄/在那儿操我,Never Too Far,9.1,Mariah Carey,MariahCarey|欧美|Pop|R&B|Mariah|Too|Far|美国,2001-12-11,https://music.douban.com/subject/1757249/,535
,One Sweet Day,9.2,Mariah Carey|Boyz II Men,MariahCarey|R&B|Boyz.II.Men|美国|Pop|BoyzIIMen|欧美|1995,1995-11-14,https://music.douban.com/subject/1759317/,831
,Get Your Number/Shake It Off,8.8,Mariah Carey,MariahCarey|R&B|2005|欧美|女声|Pop|女聲|女歌手,2005-10-11,https://music.douban.com/subject/3388260/,28
天后再临,The Emancipation of Mimi,8.7,Mariah Carey,MariahCarey|Pop|欧美|R&B|2005|女声|Mimi|美国音乐,2005-04-12,https://music.douban.com/subject/3803619/,118
不完美天使回忆录,Memoirs of an Imperfect Angel,8.3,Mariah Carey,"MariahCarey|Mariah-Carey|R&B|欧美|2009|美国|Pop|R&B,Soul",2009-08-25,https://music.douban.com/subject/3833238/,130
天后再临,The Emancipation of Mimi,8.9,Mariah Carey,MariahCarey|欧美|2007|女声|Pop|美国|R&B|Mariah_Carey,2007-04-24,https://music.douban.com/subject/3560438/,73
,"Don't Forget About Us, Pt. 2",9.1,Mariah Carey,MariahCarey|R&B|Single|美国|欧美|女声|单曲|Single/EP,2006-01-10,https://music.douban.com/subject/2335709/,49
,Breakdown,8.8,Mariah Carey,MariahCarey|R&B|Pop|欧美|美国|女声|单曲|Mariah-Carey,1998-03-24,https://music.douban.com/subject/3348726/,177
天后再临,The Emancipation of Mimi - Ultra Platinum Edition [CD/DVD Combo],8.9,Mariah Carey,MariahCarey|R&B|美国|欧美|pop|女声|2005|流行,2005-11-15,https://music.douban.com/subject/1458581/,224
,Get Your Number / Shake It Off,8.6,Mariah Carey,MariahCarey|R&B|Single|2005|美国|Mariah-Carey|女声|Urban,,https://music.douban.com/subject/3311505/,74
,Dreamlover,9.0,Mariah Carey,MariahCarey|Pop|R&B|美国|欧美|1993|欧美流行R&B|Single,1993-07-27,https://music.douban.com/subject/1862420/,298
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,We Are Warriors,6.8,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|欧美|加拿大|2020|欧美(AvrilLavigne)|单曲|Pop|女歌手,2020-04-24,https://music.douban.com/subject/35044411/,188
浴火重生,Head Above Water,7.5,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|2019|欧美|Pop|Avril_Lavigne|加拿大|摇滚|ⅤⅤ回归专辑,2019-02-15,https://music.douban.com/subject/30456582/,633
,We Are Warriors,6.0,Avril Lavigne,AvrilLavigne|2020|艾薇儿拉维尼|Single|欧美|单曲|加拿大|Warriors,2020-04-24,https://music.douban.com/subject/35044622/,61
,Complicated,9.2,Avril Lavigne,AvrilLavigne|Punk|欧美|rock|Pop|加拿大|艾薇儿|Avril_Lavigne,2002-09-03,https://music.douban.com/subject/1767021/,364
,Here's To Never Growing Up,7.1,Avril Lavigne,AvrilLavigne|2013|Pop|加拿大|Rock|欧美|女声|单曲,2013-05-14,https://music.douban.com/subject/25720068/,53
,Complicated,9.3,Avril Lavigne,AvrilLavigne|艾薇儿|欧美|Punk|Rock|加拿大|女声|2003,,https://music.douban.com/subject/25722352/,363
,I Fell In Love With The Devil (Radio Edit),8.1,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|单曲|加拿大|CAN|2019,2019-06-28,https://music.douban.com/subject/34448390/,33
,,,,,,,
,7 rings,7.6,Ariana Grande,ArianaGrande|欧美|Pop|2019|美国|R&B|流行|Trap,2019-01-18,https://music.douban.com/subject/30435649/,6663
,365,6.4,Zedd|Katy Perry,KatyPerry|Zedd|2019|欧美|Electronic|Pop|美国|Single,2019-02-14,https://music.douban.com/subject/30450855/,2116
,Here's To Never Growing Up,7.4,Avril Lavigne,AvrilLavigne|欧美|Pop|2013|加拿大|Single|女声|Single/EP,2013-04-09,https://music.douban.com/subject/24697205/,2625
,Let Me Go (feat. Chad Kroeger),7.0,Avril Lavigne,AvrilLavigne|2013|Pop|欧美|Single|加拿大|ChadKroeger|Rock,2013-10-15,https://music.douban.com/subject/25742561/,733
,Get Over Me (feat. Avril Lavigne),7.0,Nick Carter,Pop|AvrilLavigne|欧美|2015|Single|美国|NickCarter|流行,2015-11-25,https://music.douban.com/subject/26669965/,51
,Avril Lavigne,6.5,Avril Lavigne,AvrilLavigne|Pop|2013|加拿大|欧美|Rock|女声|欧美音乐,2013-11-05,https://music.douban.com/subject/25728316/,3209
,Knockin' on Heaven's Door,7.5,Avril Lavigne,AvrilLavigne|欧美|加拿大|Single|Pop|翻唱|Teen-Pop|Avril_Lavigne,2003,https://music.douban.com/subject/25770312/,54
,Head Above Water (feat. We The Kings),8.0,Avril Lavigne|We the Kings,AvrilLavigne|欧美|WeTheKings|2019|美国|Pop|加拿大|Single,2019-08-30,https://music.douban.com/subject/34815682/,97
,Fall To Pieces,8.7,Avril Lavigne,AvrilLavigne|Punk|加拿大|Pop|Rock|2005|Single|欧美,2005,https://music.douban.com/subject/4256139/,212
,Push,7.3,Avril Lavigne,AvrilLavigne|2012|欧美|Pop|加拿大|Single|Single/EP|摇滚,2012,https://music.douban.com/subject/10519709/,121
,17,7.4,Avril Lavigne,AvrilLavigne|2013|Pop|欧美|Single|加拿大|Avril|女声,2013-09-09,https://music.douban.com/subject/25722371/,258
,"Keep Holding On (From ""Eragon"")",8.5,Avril Lavigne,AvrilLavigne|2006|加拿大|pop|Punk|Rock|欧美|Avril_Lavigne,2006-11-24,https://music.douban.com/subject/4924032/,228
,Rock N Roll CD-single (2013) - AVRIL LAVIGNE,7.5,AVRIL LAVIGNE,AvrilLavigne|Rock|Pop|2013|Single|欧美|加拿大|女声,,https://music.douban.com/subject/25714536/,64
,Mobile,8.5,Avril Lavigne,AvrilLavigne|2003|Single|Pop|加拿大|欧美|女声|√网易云音乐（听）,2003-05-11,https://music.douban.com/subject/25768563/,42
,艾薇儿:我的小小世界,9.0,艾薇儿,AvrilLavigne|Avril|艾薇儿|我的小小世界|pop-punk|欧美|我喜欢|流行音乐,,https://music.douban.com/subject/6553272/,150
,The Best Damn Thing,8.3,艾薇儿·拉维尼 Avril Lavigne,女声|Punk|Avril|千千静听|加拿大|AvrilLavigne|2007,2007-08-28,https://music.douban.com/subject/25748009/,55
,Don't Tell Me,8.2,Avril Lavigne,AvrilLavigne|加拿大|Punk|欧美|摇滚|Rock|Pop|2004,2004-05-10,https://music.douban.com/subject/1797905/,36
,Love Is A Battlefield (Oprah Show),8.5,艾薇儿·拉维尼 Avril Lavigne|派特·麦席尼 Pat Metheny,AvrilLavigne|艾薇儿|欧美|Avril|朋克|摇滚|加拿大|Single,2011-04-13,https://music.douban.com/subject/6113829/,29
Avril Lavigne:Goodbye Lullaby,艾薇儿•拉维尼：再见摇篮曲,8.5,Avril Lavigne,AvrilLavigne|欧美|摇滚|艾薇儿|Punk|Avril|很不错的一张专辑|rock,2011-04-03,https://music.douban.com/subject/6556630/,1197
,Smile,8.3,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|2011|欧美|Pop|Rock|加拿大|Single|AVRIL,2011-03-08,https://music.douban.com/subject/6308449/,337
,艾薇儿:展翅高飞,9.4,艾薇儿 (Avril Lavigne),AvrilLavigne|艾薇儿|欧美|摇滚|加拿大|展翅高飞|rock|Avril,,https://music.douban.com/subject/6552498/,379
再见摇篮曲,Goodbye Lullaby,8.5,艾薇儿·拉维尼 Avril Lavigne,AvrilLavigne|艾薇儿|加拿大|欧美|摇滚|Pop|Punk|2011,2011-04-15,https://music.douban.com/subject/6314093/,427
,Through The Rain,9.1,Mariah Carey,MariahCarey|欧美|R&B|美国|pop|2003|rain|Through,2003-02-04,https://music.douban.com/subject/1455615/,1342
一无所有,I Have Nothing,9.5,惠特尼·休斯顿 Whitney Houston,WhitneyHouston|欧美|R&B|美国|Pop|女声|1993|Single,1993-02-15,https://music.douban.com/subject/1890012/,463
我依然相信,I Still Believe,9.2,Mariah Carey,MariahCarey|欧美|R&B|Pop|美国|IStillBelieve|单曲|流行,1999,https://music.douban.com/subject/1467230/,2408
,I Will Always Love You,9.6,Whitney Houston,WhitneyHouston|欧美|经典|电影原声|美国|Pop|感动|永远爱,1992-11-13,https://music.douban.com/subject/1790017/,1604
,Paperback Writer,9.2,The Beatles,TheBeatles|英国|beatles|Rock|❤|1966|1960s|欧美,1989-10-31,https://music.douban.com/subject/2353130/,70
,From Me to You,9.1,The Beatles,TheBeatles|英国|Rock|欧美|beatles|Single|Beatles|1960s,1991-07-09,https://music.douban.com/subject/4209299/,46
,Ticket to Ride,9.2,The Beatles,TheBeatles|英国|Rock|Beatles|Single|1960s|欧美|英格兰,1991-08-13,https://music.douban.com/subject/4209399/,65
,We Can Work It Out,9.3,The Beatles,TheBeatles|英国|Beatles|beatles|Rock|1989|1965|Single,1989-10-31,https://music.douban.com/subject/2255958/,85
,I Feel Fine,9.1,The Beatles,TheBeatles|英国|Rock|Beatles|British-Invasion|英格兰|男声|欧美,1989-05-01,https://music.douban.com/subject/3133935/,51
,Love Me Do,9.1,The Beatles,beatles|TheBeatles|英国|披头士|Rock|Single|rock|The.Beatles,1992-10-20,https://music.douban.com/subject/1768053/,221
爱情买卖,Can't Buy Me Love,8.8,The Beatles,TheBeatles|英国|Rock|beatles|Beatles|摇滚|1964|爱情买卖！,,https://music.douban.com/subject/4209396/,86
,A Hard Day's Night,9.3,The Beatles,TheBeatles|英国|Rock|Beatles|单曲|Single|1964|欧美,1989-10-31,https://music.douban.com/subject/4209395/,79
